,cc_id,chart_id_cc,chart_id_matches_cc,title_cc,details_cc,source_raw_cc,nm_id,published_date_cc,raw_text_cc,title_ntm,references_ntm,referenced_nm_ids,details_ntm,charts_raw_ntm,chart_ids_ntm,publication_ntm,raw_text_ntm,source_pdf_ntm,Unnamed: 18,sufficient_context,Notes (from me),additional_source
78,00202-25,131,['131'],Denmark. The Sound. Københavns Havn. Kalkbrænderihavnen. Light unlit.,"Insert the text ""(exting)"" nearby position 1).
1) 55° 43.183'N - 012° 35.741'E, Kalkbrænderihavnen front light, Iso.R.2s",NM-886-25,NM-886-25,11/10/25,"00202-25
Chart 131 2025-11-10
Denmark. The Sound. Københavns Havn. Kalkbrænderihavnen. Light unlit.
Details:
Insert the text ""(exting)"" nearby position 1).
1) 55° 43.183'N - 012° 35.741'E, Kalkbrænderihavnen front light, Iso.R.2s
Source: NM-886-25
Published: 2025-11-10",Denmark. The Sound. Københavns Havn. Kalkbrænderihavnen. Light unlit.,NM-789-25 - (cancelled).,['NM-789-25'],"The front light in the mentioned position has been unlit.
55° 43.183'N - 012° 35.741'E, Kalkbrænderihavnen front light, Iso.R.2s.","134 (INT 1334), 133 (INT 1333), 132 (INT 1332), 131 (INT 1331), 104, 102 (INT 1302).","['134', '133', '132', '131', '104', '102', '1977']",(DEMA 17 October 2025. Published 24 October 2025),"NM-886-25
Denmark. The Sound. Københavns Havn. Kalkbrænderihavnen. Light unlit.
References
NM-789-25 - (cancelled).
Details
The front light in the mentioned position has been unlit.
55° 43.183'N - 012° 35.741'E, Kalkbrænderihavnen front light, Iso.R.2s.
Charts
134 (INT 1334), 133 (INT 1333), 132 (INT 1332), 131 (INT 1331), 104, 102 (INT 1302).
Publication
1977)
www.danskehavnelods.dk. Danish List of Lights (Dansk Fyrliste) no 2698b, (C
(DEMA 17 October 2025. Published 24 October 2025)",NtM-Week-44-2025.pdf,,1,,"1977)
www.danskehavnelods.dk. Danish List of Lights (Dansk Fyrliste) no 2698b, (C"
79,00201-25,158,['158'],Denmark. Lillebælt. Snævringen. Bøgehoved. Stone reef established.,"Insert fish haven (INT 1 – K 46.1) bounded by positions 1) to 5).
1) 55° 28.168'N - 009° 40.856'E
2) 55° 28.147'N - 009° 40.928'E
3) 55° 28.111'N - 009° 40.906'E
4) 55° 28.125'N - 009° 40.826'E
5) 55° 28.168'N - 009° 40.856'E",NM-830-25,NM-830-25,11/10/25,"00201-25
Chart 158 2025-11-10
Denmark. Lillebælt. Snævringen. Bøgehoved. Stone reef established.
Details:
Insert fish haven (INT 1 – K 46.1) bounded by positions 1) to 5).
1) 55° 28.168'N - 009° 40.856'E
2) 55° 28.147'N - 009° 40.928'E
3) 55° 28.111'N - 009° 40.906'E
4) 55° 28.125'N - 009° 40.826'E
5) 55° 28.168'N - 009° 40.856'E
Source: NM-830-25
Published: 2025-11-10",Denmark. The Little Belt. Snævringen. Stenderup Hage N. Stone reef established.,,[],"A stone reef has been established in the area bounded by a line through positions 1) - 4).
1) 55° 28.168'N - 009° 40.856'E
2) 55° 28.125'N - 009° 40.826'E
3) 55° 28.111'N - 009° 40.906'E
4) 55° 28.147'N - 009° 40.928'E
The depht above the reef is unknown.","158 (INT 1376), 151 (INT 1375).","['158', '151']",(Kolding Kommune 25 September 2025. Published 1 October 2025),"NM-830-25
Denmark. The Little Belt. Snævringen. Stenderup Hage N. Stone reef established.
Details
A stone reef has been established in the area bounded by a line through positions 1) - 4).
1) 55° 28.168'N - 009° 40.856'E
2) 55° 28.125'N - 009° 40.826'E
3) 55° 28.111'N - 009° 40.906'E
4) 55° 28.147'N - 009° 40.928'E
The depht above the reef is unknown.
Charts
158 (INT 1376), 151 (INT 1375).
(Kolding Kommune 25 September 2025. Published 1 October 2025)",NtM-Week-40-2025.pdf,,1,,
80,00199-25,133,['133'],Denmark. The Sound. Sundby Hage. Wreck.,"Insert wreck (INT 1 – K 24) at position 1).
Insert the text ""Rep (2025)"" nearby.
1) 55° 39.884'N - 012° 39.305'E",NM-871-25,NM-871-25,11/10/25,"00199-25
Chart 133 2025-11-10
Denmark. The Sound. Sundby Hage. Wreck.
Details:
Insert wreck (INT 1 – K 24) at position 1).
Insert the text ""Rep (2025)"" nearby.
1) 55° 39.884'N - 012° 39.305'E
Source: NM-871-25
Published: 2025-11-10",Denmark. The Sound. Sundby Hage. Vrag.,,[],"A wreck has been reported in the mentioned position.
55° 39.884'N - 012° 39.305'E, wreck.
The wreck is visible above the surface.
The wreck is unmarked.","134 (INT 1334), 133 (INT 1333), 132 (INT 1332), 104, 102 (INT 1302).","['134', '133', '132', '104', '102', '3264']",(DEMA 8 October 2025. Published 22 October 2025),"NM-871-25
Denmark. The Sound. Sundby Hage. Vrag.
Details
A wreck has been reported in the mentioned position.
55° 39.884'N - 012° 39.305'E, wreck.
The wreck is visible above the surface.
The wreck is unmarked.
Charts
134 (INT 1334), 133 (INT 1333), 132 (INT 1332), 104, 102 (INT 1302).
Publication
Wreck ID 3264.
(DEMA 8 October 2025. Published 22 October 2025)",NtM-Week-43-2025.pdf,,1,,Wreck ID 3264.
81,00199-25,132,['132'],Denmark. The Sound. Sundby Hage. Wreck.,"Insert wreck (INT 1 – K 24) at position 1).
Insert the text ""Rep (2025)"" nearby.
1) 55° 39.884'N - 012° 39.305'E",NM-871-25,NM-871-25,11/10/25,"00199-25
Chart 132 2025-11-10
Denmark. The Sound. Sundby Hage. Wreck.
Details:
Insert wreck (INT 1 – K 24) at position 1).
Insert the text ""Rep (2025)"" nearby.
1) 55° 39.884'N - 012° 39.305'E
Source: NM-871-25
Published: 2025-11-10",Denmark. The Sound. Sundby Hage. Vrag.,,[],"A wreck has been reported in the mentioned position.
55° 39.884'N - 012° 39.305'E, wreck.
The wreck is visible above the surface.
The wreck is unmarked.","134 (INT 1334), 133 (INT 1333), 132 (INT 1332), 104, 102 (INT 1302).","['134', '133', '132', '104', '102', '3264']",(DEMA 8 October 2025. Published 22 October 2025),"NM-871-25
Denmark. The Sound. Sundby Hage. Vrag.
Details
A wreck has been reported in the mentioned position.
55° 39.884'N - 012° 39.305'E, wreck.
The wreck is visible above the surface.
The wreck is unmarked.
Charts
134 (INT 1334), 133 (INT 1333), 132 (INT 1332), 104, 102 (INT 1302).
Publication
Wreck ID 3264.
(DEMA 8 October 2025. Published 22 October 2025)",NtM-Week-43-2025.pdf,,1,rep = reported,Wreck ID 3264.
82,00191-25,133,['133'],Denmark. The Sound. Dragør S. Buoyage withdrawn.,"Delete the yachting mark (INT 1 – Q 25) at position 1).
Delete the seasonal deployment period (1.4.–1.11.) nearby the yachting mark.
1) 55° 34.802'N - 012° 41.097'E",NM-850-25,NM-850-25,10/14/25,"00191-25
Chart 133 2025-10-14
Denmark. The Sound. Dragør S. Buoyage withdrawn.
Details:
Delete the yachting mark (INT 1 – Q 25) at position 1).
Delete the seasonal deployment period (1.4.–1.11.) nearby the yachting mark.
1) 55° 34.802'N - 012° 41.097'E
Source: NM-850-25
Published: 2025-10-14",Denmark. The Sound. Dragør S. Buoyage withdrawn.,,[],"The buoyage in the mentioned position has been withdrawn.
55° 34.802'N - 012° 41.097'E, yellow spherical buoy.","133 (INT 1333), 132 (INT 1332).","['133', '132']",(DS 10 October 2025. Published 10 October 2025),"NM-850-25
Denmark. The Sound. Dragør S. Buoyage withdrawn.
Details
The buoyage in the mentioned position has been withdrawn.
55° 34.802'N - 012° 41.097'E, yellow spherical buoy.
Charts
133 (INT 1333), 132 (INT 1332).
(DS 10 October 2025. Published 10 October 2025)",NtM-Week-42-2025.pdf,,0,,
83,00191-25,132,['132'],Denmark. The Sound. Dragør S. Buoyage withdrawn.,"Delete the yachting mark (INT 1 – Q 25) at position 1).
Delete the seasonal deployment period (1.4.–1.11.) nearby the yachting mark.
1) 55° 34.802'N - 012° 41.097'E",NM-850-25,NM-850-25,10/14/25,"00191-25
Chart 132 2025-10-14
Denmark. The Sound. Dragør S. Buoyage withdrawn.
Details:
Delete the yachting mark (INT 1 – Q 25) at position 1).
Delete the seasonal deployment period (1.4.–1.11.) nearby the yachting mark.
1) 55° 34.802'N - 012° 41.097'E
Source: NM-850-25
Published: 2025-10-14",Denmark. The Sound. Dragør S. Buoyage withdrawn.,,[],"The buoyage in the mentioned position has been withdrawn.
55° 34.802'N - 012° 41.097'E, yellow spherical buoy.","133 (INT 1333), 132 (INT 1332).","['133', '132']",(DS 10 October 2025. Published 10 October 2025),"NM-850-25
Denmark. The Sound. Dragør S. Buoyage withdrawn.
Details
The buoyage in the mentioned position has been withdrawn.
55° 34.802'N - 012° 41.097'E, yellow spherical buoy.
Charts
133 (INT 1333), 132 (INT 1332).
(DS 10 October 2025. Published 10 October 2025)",NtM-Week-42-2025.pdf,,0,,
84,00189-25,100,['100'],Denmark. Kattegat. Anholt N. Rock discovered through survey,"Insert underwater rock (INT 1 – K 14.1) with depth as specified at position 1).
1) 56° 52.937'N - 011° 35.881'E, 12.3 m",NM-848-25,NM-848-25,10/10/25,"00189-25
Chart 100 2025-10-10
Denmark. Kattegat. Anholt N. Rock discovered through survey
Details:
Insert underwater rock (INT 1 – K 14.1) with depth as specified at position 1).
1) 56° 52.937'N - 011° 35.881'E, 12.3 m
Source: NM-848-25
Published: 2025-10-10",Denmark. Kattegat. Anholt N. Rock. Information about depth.,,[],"A rock exists in the mentioned position. The depth above the rock is as stated.
56° 52.937'N - 011° 35.881'E, 12.3m.","101 (INT 1301), 100.","['101', '100']",(GST 8 October 2025. Published 8 October 2025),"NM-848-25
Denmark. Kattegat. Anholt N. Rock. Information about depth.
Details
A rock exists in the mentioned position. The depth above the rock is as stated.
56° 52.937'N - 011° 35.881'E, 12.3m.
Charts
101 (INT 1301), 100.
(GST 8 October 2025. Published 8 October 2025)",NtM-Week-41-2025.pdf,,1,,
85,00185-25,105,['105'],Denmark. Limfjorden. Egholm N og S. Note regarding Tunnel and Bridge Construction.,"Insert the following note in chart.
EGHOLM - TUNNEL- OG BROBYGGERI
I forbindelse med et kommende tunnel- og brobyggeri udføres der forundersøgelser S og N for øen Egholm. Der vil derfor forekomme aktiviteter, herunder sejlads med fartøjer, som kan påvirke sejladsen i sejlrenden S for Egholm. Skibsfarten bør holde sig orienteret om disse aktiviteter ved hjælp af Efterretninger for Søfarende (T-meddelelser).
EGHOLM – TUNNEL AND BRIDGE CONSTRUCTION
In connection with a forthcoming tunnel and bridge construction, preliminary surveys are being carried out S and N of the island Egholm. onsequently, activities, including the presence of vessels, may occur that could affect navigation in the channel S of Egholm. Mariners are advised to keep
themselves updated on these activities by means of the Danish Notices to Mariners (T-notices).","NM-769-25 and GST, 30. September 2025",NM-769-25,10/2/25,"00185-25
Chart 105 2025-10-02
Denmark. Limfjorden. Egholm N og S. Note regarding Tunnel and Bridge Construction.
Details:
Insert the following note in chart.
EGHOLM - TUNNEL- OG BROBYGGERI
I forbindelse med et kommende tunnel- og brobyggeri udføres der forundersøgelser S og N for øen Egholm. Der vil derfor forekomme aktiviteter, herunder sejlads med fartøjer, som kan påvirke sejladsen i sejlrenden S for Egholm. Skibsfarten bør holde sig orienteret om disse aktiviteter ved hjælp af Efterretninger for Søfarende (T-meddelelser).
EGHOLM – TUNNEL AND BRIDGE CONSTRUCTION
In connection with a forthcoming tunnel and bridge construction, preliminary surveys are being carried out S and N of the island Egholm. onsequently, activities, including the presence of vessels, may occur that could affect navigation in the channel S of Egholm. Mariners are advised to keep themselves updated on these activities by means of the Danish Notices to Mariners (T-notices).
Source: NM-769-25 and GST, 30. September 2025
Published: 2025-10-02",Denmark. The Liim Fiord. Egholm N og S. Geotechnical surveys.,,[],"In the period 13 October 2025 - 31 March 2026, geotechnical surveys will be carried out in the areas bounded by a
line through positions 1) - 4) and 5) - 8).
1) 57° 02.605'N - 009° 50.749'E
2) 57° 02.642'N - 009° 51.111'E
3) 57° 03.302'N - 009° 51.176'E
4) 57° 03.280'N - 009° 50.955'E
5) 57° 04.023'N - 009° 51.968'E
6) 57° 04.086'N - 009° 51.975'E
7) 57° 04.296'N - 009° 52.194'E
8) 57° 04.236'N - 009° 52.323'E
The surveys will be carried out by raft and jackup, which can both be contacted on VHF channel 16.
Mariners are requested to pass with caution.","105plan (INT 1450), 101 (INT 1301).",['101'],(Per Aarsleff A/S 9 September 2025. Published 17 September 2025),"NM-769-25
Denmark. The Liim Fiord. Egholm N og S. Geotechnical surveys.
Details
In the period 13 October 2025 - 31 March 2026, geotechnical surveys will be carried out in the areas bounded by a
line through positions 1) - 4) and 5) - 8).
1) 57° 02.605'N - 009° 50.749'E
2) 57° 02.642'N - 009° 51.111'E
3) 57° 03.302'N - 009° 51.176'E
4) 57° 03.280'N - 009° 50.955'E
5) 57° 04.023'N - 009° 51.968'E
6) 57° 04.086'N - 009° 51.975'E
7) 57° 04.296'N - 009° 52.194'E
8) 57° 04.236'N - 009° 52.323'E
The surveys will be carried out by raft and jackup, which can both be contacted on VHF channel 16.
Mariners are requested to pass with caution.
Charts
105plan (INT 1450), 101 (INT 1301).
(Per Aarsleff A/S 9 September 2025. Published 17 September 2025)",NtM-Week-38-2025.pdf,,0,,
86,00184-25,1533,['1533'],Greenland. W-coast. Aasiaat. Light established and lit.,"Insert a sector light (INT 1 – P 40.2) at position 1).
Insert a green sector arc (131°–139°), a white sector arc (139°–141°), and a red sector arc (141°–149°) adjacent to the light.
Insert the light characteristic ""Oc.WRG.5s 23m 5M"" nearby.
1) 68° 42,599'N - 052° 52,302'W",NM-775-25,NM-775-25,10/2/25,"00184-25
Chart 1533 2025-10-02
Greenland. W-coast. Aasiaat. Light established and lit.
Details:
Insert a sector light (INT 1 – P 40.2) at position 1).
Insert a green sector arc (131°–139°), a white sector arc (139°–141°), and a red sector arc (141°–149°) adjacent to the light.
Insert the light characteristic ""Oc.WRG.5s 23m 5M"" nearby.
1) 68° 42,599'N - 052° 52,302'W
Source: NM-775-25
Published: 2025-10-02",Greenland. W-coast. Aasiaat. Light established and lit.,,[],"Light as stated has been established and lit in mentioned position.
Light no. 7610
Position 68° 42,599'N - 052° 52,3020'W
Name and location Aasiaat indsejling (Egedesminde)
Light character Oc.WRG.5s
Elevation 23m
Range 5nm
Sectors G131°- 139°, W139°-141°, R141°-149°
Structure Lattice mast 20m.
Operating hours 24H","1550, 1551, 1530, 1510, 1511, 1512, 1500, 1000.","['1550', '1551', '1530', '1510', '1511', '1512', '1500', '1000']",(Maritim Consult 15 September 2025. Published 17 September 2025),"NM-775-25
Greenland. W-coast. Aasiaat. Light established and lit.
Details
Light as stated has been established and lit in mentioned position.
Light as stated has been established and lit in mentioned position.
Light no. 7610
Position 68° 42,599'N - 052° 52,3020'W
Name and location Aasiaat indsejling (Egedesminde)
Light character Oc.WRG.5s
Elevation 23m
Range 5nm
Sectors G131°- 139°, W139°-141°, R141°-149°
Structure Lattice mast 20m.
Operating hours 24H
Charts
1550, 1551, 1530, 1510, 1511, 1512, 1500, 1000.
Publication
www.danskehavnelods.dk.
(Maritim Consult 15 September 2025. Published 17 September 2025)",NtM-Week-38-2025.pdf,,1,,www.danskehavnelods.dk.
87,00183-25,133,['133'],Denmark. The Sound. Peberholm NE. Søndre Flint W. Wreck removed. Buoyage withdrawn.,"Delete the wreck (INT 1 – K 26) at position 1).
Delete the buoy (INT 1 – Q 130.4) nearby.
1) 55° 35.724'N - 012° 48.349'E",NM-818-25,NM-818-25,10/2/25,"00183-25
Chart 133 2025-10-02
Denmark. The Sound. Peberholm NE. Søndre Flint W. Wreck removed. Buoyage withdrawn.
Details:
Delete the wreck (INT 1 – K 26) at position 1).
Delete the buoy (INT 1 – Q 130.4) nearby.
1) 55° 35.724'N - 012° 48.349'E
Source: NM-818-25
Published: 2025-10-02",Denmark. The Sound. Peberholm NE. Søndre Flint W. Wreck removed. Buoyage withdrawn.,NM-764-21.,['NM-764-21'],"1) 55° 35.724'N - 012° 48.349'E wreck
2) 55° 35.738'N - 012° 48.352'E isolated danger buoy","133 (INT 1333), 132 (INT 1332).","['133', '132']",(DMA 7 January 2023. Published 26 September 2025),"NM-818-25
Denmark. The Sound. Peberholm NE. Søndre Flint W. Wreck removed. Buoyage withdrawn.
References
NM-764-21.
Details
1) 55° 35.724'N - 012° 48.349'E wreck
2) 55° 35.738'N - 012° 48.352'E isolated danger buoy
Charts
133 (INT 1333), 132 (INT 1332).
(DMA 7 January 2023. Published 26 September 2025)",NtM-Week-40-2025.pdf,,1,,
88,00183-25,132,['132'],Denmark. The Sound. Peberholm NE. Søndre Flint W. Wreck removed. Buoyage withdrawn.,"Delete the wreck (INT 1 – K 26) at position 1).
Delete the buoy (INT 1 – Q 130.4) nearby.
1) 55° 35.724'N - 012° 48.349'E",NM-818-25,NM-818-25,10/2/25,"00183-25
Chart 132 2025-10-02
Denmark. The Sound. Peberholm NE. Søndre Flint W. Wreck removed. Buoyage withdrawn.
Details:
Delete the wreck (INT 1 – K 26) at position 1).
Delete the buoy (INT 1 – Q 130.4) nearby.
1) 55° 35.724'N - 012° 48.349'E
Source: NM-818-25
Published: 2025-10-02",Denmark. The Sound. Peberholm NE. Søndre Flint W. Wreck removed. Buoyage withdrawn.,NM-764-21.,['NM-764-21'],"1) 55° 35.724'N - 012° 48.349'E wreck
2) 55° 35.738'N - 012° 48.352'E isolated danger buoy","133 (INT 1333), 132 (INT 1332).","['133', '132']",(DMA 7 January 2023. Published 26 September 2025),"NM-818-25
Denmark. The Sound. Peberholm NE. Søndre Flint W. Wreck removed. Buoyage withdrawn.
References
NM-764-21.
Details
1) 55° 35.724'N - 012° 48.349'E wreck
2) 55° 35.738'N - 012° 48.352'E isolated danger buoy
Charts
133 (INT 1333), 132 (INT 1332).
(DMA 7 January 2023. Published 26 September 2025)",NtM-Week-40-2025.pdf,,1,,
89,00182-25,134,['134'],Denmark. The Sound. København. Svanemøllehavnen. Kalkbrænderiløbet. Construction Works. Reduced depths.,"Delete the buoyage as specified at positions 1) to 4).
1) 55° 43.067'N - 012° 35.541'E, yellow spar buoy with cross topmark
2) 55° 43.079'N - 012° 35.584'E, yellow spar buoy with cross topmark
3) 55° 43.034'N - 012° 35.586'E, red spar buoy with topmark Q.R.
4) 55° 43.103'N - 012° 35.603'E, red spar buoy with topmark Q.R.
Replace the buoyage at positions 5) and 6) with yellow spar buoys with cross topmarks.
5) 55° 43.106'N - 012° 35.563'E
6) 55° 43.192'N - 012° 35.633'E
Delete the area into which entry is prohibited (INT 1 – N 2.2) bounded by positions 7) to 11).
7) 55° 43.018'N - 012° 35.621'E
8) 55° 43.023'N - 012° 35.585'E
9) 55° 43.079'N - 012° 35.584'E
10) 55° 43.103'N - 012° 35.603'E
11) 55° 43.101'N - 012° 35.695'E
Insert an area into which entry is prohibited (INT 1 – N 2.2) bounded by positions 12) to 13) and 14) to 15).
12) 55° 43.030'N - 012° 35.629'E
13) 55° 43.044'N - 012° 35.537'E
14) 55° 43.100'N - 012° 35.558'E
15) 55° 43.097'N - 012° 35.691'E
Insert buoyage as specified at positions 16) to 19).
16) 55° 43.013'N - 012° 35.590'E, yellow spar buoy with cross topmark
17) 55° 43.015'N - 012° 35.559'E, yellow spar buoy with cross topmark
18) 55° 43.102'N - 012° 35.639'E, yellow spar buoy with cross topmark
19) 55° 43.103'N - 012° 35.592'E, yellow spar buoy with cross topmark
Insert notice boards (INT 1 – Q 126) at positions 20) and 21).
20) 55° 43.093'N - 012° 35.599'E
21) 55° 43.035'N - 012° 35.577'E",NM-774-25,NM-774-25,10/2/25,"00182-25
Chart 134 2025-10-02
Denmark. The Sound. København. Svanemøllehavnen. Kalkbrænderiløbet. Construction Works. Reduced depths.
Closure of channel. Buoyage to be changed.
Details:
Delete the buoyage as specified at positions 1) to 4).
1) 55° 43.067'N - 012° 35.541'E, yellow spar buoy with cross topmark
2) 55° 43.079'N - 012° 35.584'E, yellow spar buoy with cross topmark
3) 55° 43.034'N - 012° 35.586'E, red spar buoy with topmark Q.R.
4) 55° 43.103'N - 012° 35.603'E, red spar buoy with topmark Q.R.
Replace the buoyage at positions 5) and 6) with yellow spar buoys with cross topmarks.
5) 55° 43.106'N - 012° 35.563'E
6) 55° 43.192'N - 012° 35.633'E
Delete the area into which entry is prohibited (INT 1 – N 2.2) bounded by positions 7) to 11).
7) 55° 43.018'N - 012° 35.621'E
8) 55° 43.023'N - 012° 35.585'E
9) 55° 43.079'N - 012° 35.584'E
10) 55° 43.103'N - 012° 35.603'E
11) 55° 43.101'N - 012° 35.695'E
Insert an area into which entry is prohibited (INT 1 – N 2.2) bounded by positions 12) to 13) and 14) to 15).
12) 55° 43.030'N - 012° 35.629'E
13) 55° 43.044'N - 012° 35.537'E
14) 55° 43.100'N - 012° 35.558'E
15) 55° 43.097'N - 012° 35.691'E
Insert buoyage as specified at positions 16) to 19).
16) 55° 43.013'N - 012° 35.590'E, yellow spar buoy with cross topmark
17) 55° 43.015'N - 012° 35.559'E, yellow spar buoy with cross topmark
18) 55° 43.102'N - 012° 35.639'E, yellow spar buoy with cross topmark
19) 55° 43.103'N - 012° 35.592'E, yellow spar buoy with cross topmark
Insert notice boards (INT 1 – Q 126) at positions 20) and 21).
20) 55° 43.093'N - 012° 35.599'E
21) 55° 43.035'N - 012° 35.577'E
Source: NM-774-25
Published: 2025-10-02",Denmark. The Sound. København. Svanemøllehavnen. Kalkbrænderiløbet. Construction Works. Reduced depths.,NM-741-25 - (updated repetition).,['NM-741-25'],"Until 28 February 2026, construction work is being carried out in the channel at position 1).
1) 55° 43.071'N - 012° 35.563'E Kalkbrænderiløbet
Reduced depths can be expected in the entire Kalkbrænderiløbet.
In the period 1 October 2025 - 28 February 2026, the channel will be closed for taffic.
Signs will be deployed in position 2) and 3).
2) 55° 43.093'N - 012° 35.599'E Sign
3) 55° 43.035'N - 012° 35.577'E Sign
Bouyage will be deployed in position 4) -7), as stated.
4) 55° 43.013'N - 012° 35.590'E yellow spar buoy with cross topmark
5) 55° 43.015'N - 012° 35.559'E yellow spar buoy with cross topmark
6) 55° 43.102'N - 012° 35.639'E yellow spar buoy with cross topmark
7) 55° 43.103'N - 012° 35.592'E yellow spar buoy with cross topmark
The buoyage in position 8) - 11) will be withdrawn, as stated.
8) 55° 43.067'N - 012° 35.541'E yellow spar buoy with cross topmark
9) 55° 43.079'N - 012° 35.584'E yellow spar buoy with cross topmark
10) 55° 43.034'N - 012° 35.586'E red spar buoy with topmark Q.R.
11) 55° 43.103'N - 012° 35.603'E red spar buoy with topmark Q.R.
The buoyage in position 12) and 13) wil be changed as stated.
12) 55° 43.106'N - 012° 35.563'E yellow spar buoy with cross topmark
13) 55° 43.192'N - 012° 35.633'E yellow spar buoy with cross topmark","134 (INT 1334), 133 (INT 1333), 132 (INT 1332), 131 (INT 1331), 104, 102 (INT 1302).","['134', '133', '132', '131', '104', '102']",(MT Højgaard Danmark 16. september 2025. Published 17 September 2025),"NM-774-25
Denmark. The Sound. København. Svanemøllehavnen. Kalkbrænderiløbet. Construction Works. Reduced depths.
Closure of channel. Buoyage to be changed.
References
NM-741-25 - (updated repetition).
Details
Until 28 February 2026, construction work is being carried out in the channel at position 1).
1) 55° 43.071'N - 012° 35.563'E Kalkbrænderiløbet
Reduced depths can be expected in the entire Kalkbrænderiløbet.
In the period 1 October 2025 - 28 February 2026, the channel will be closed for taffic. Signs will be deployed in position 2) and 3).
2) 55° 43.093'N - 012° 35.599'E Sign
3) 55° 43.035'N - 012° 35.577'E Sign
Bouyage will be deployed in position 4) -7), as stated.
4) 55° 43.013'N - 012° 35.590'E yellow spar buoy with cross topmark
5) 55° 43.015'N - 012° 35.559'E yellow spar buoy with cross topmark
6) 55° 43.102'N - 012° 35.639'E yellow spar buoy with cross topmark
7) 55° 43.103'N - 012° 35.592'E yellow spar buoy with cross topmark
The buoyage in position 8) - 11) will be withdrawn, as stated.
8) 55° 43.067'N - 012° 35.541'E yellow spar buoy with cross topmark
9) 55° 43.079'N - 012° 35.584'E yellow spar buoy with cross topmark
10) 55° 43.034'N - 012° 35.586'E red spar buoy with topmark Q.R.
11) 55° 43.103'N - 012° 35.603'E red spar buoy with topmark Q.R.
The buoyage in position 12) and 13) wil be changed as stated.
12) 55° 43.106'N - 012° 35.563'E yellow spar buoy with cross topmark
13) 55° 43.192'N - 012° 35.633'E yellow spar buoy with cross topmark
Charts
134 (INT 1334), 133 (INT 1333), 132 (INT 1332), 131 (INT 1331), 104, 102 (INT 1302).
Publication
www.danskehavnelods.dk.
(MT Højgaard Danmark 16. september 2025. Published 17 September 2025)",NtM-Week-38-2025.pdf,,1,,www.danskehavnelods.dk.
90,00181-25,114,['114'],Denmark. Kattegat. Samsø. Ballen NE. Seasonly regatta markers deployed.,"Insert buoyage as specified at positions 1) to 4).
Insert the seasonal deployment period ""(1.3.-1.11.)"" nearby.
1) 55° 49.366'N - 010° 38.771'E, yellow spar buoy with yellow flag
2) 55° 49.530'N - 010° 39.012'E, yellow spar buoy with yellow flag
3) 55° 49.523'N - 010° 38.483'E, yellow spar buoy with yellow flag
4) 55° 49.663'N - 010° 38.737'E, yellow spar buoy with yellow flag",NM-816-25,NM-816-25,10/2/25,"00181-25
Chart 114 2025-10-02
Denmark. Kattegat. Samsø. Ballen NE. Seasonly regatta markers deployed.
Details:
Insert buoyage as specified at positions 1) to 4).
Insert the seasonal deployment period ""(1.3.-1.11.)"" nearby.
1) 55° 49.366'N - 010° 38.771'E, yellow spar buoy with yellow flag
2) 55° 49.530'N - 010° 39.012'E, yellow spar buoy with yellow flag
3) 55° 49.523'N - 010° 38.483'E, yellow spar buoy with yellow flag
4) 55° 49.663'N - 010° 38.737'E, yellow spar buoy with yellow flag
Source: NM-816-25
Published: 2025-10-02",Denmark. Kattegat. Samsø. Ballen NE. Seasonly regatta markers deployed.,NM-660-25 - (cancelled).,['NM-660-25'],"1) 55° 49.366'N - 010° 38.771'E yellow spar buoy with yellow flag
2) 55° 49.530'N - 010° 39.012'E yellow spar buoy with yellow flag
3) 55° 49.523'N - 010° 38.483'E yellow spar buoy with yellow flag
4) 55° 49.663'N - 010° 38.737'E yellow spar buoy with yellow flag
The regatta markers will be deployed from 1 March - 1 November.","141 (INT 1370), 114 (INT 1377), 112 (INT 1380).","['141', '114', '112']",(Samsoe Sejlklub 25 September 2025. Published 25 September 2025),"NM-816-25
Denmark. Kattegat. Samsø. Ballen NE. Seasonly regatta markers deployed.
References
NM-660-25 - (cancelled).
Details
1) 55° 49.366'N - 010° 38.771'E yellow spar buoy with yellow flag
2) 55° 49.530'N - 010° 39.012'E yellow spar buoy with yellow flag
3) 55° 49.523'N - 010° 38.483'E yellow spar buoy with yellow flag
4) 55° 49.663'N - 010° 38.737'E yellow spar buoy with yellow flag
The regatta markers will be deployed from 1 March - 1 November.
Charts
141 (INT 1370), 114 (INT 1377), 112 (INT 1380).
(Samsoe Sejlklub 25 September 2025. Published 25 September 2025)",NtM-Week-40-2025.pdf,,1,,
